consumer_id,purchase_date,quantity,total_amount
61,20190101,11,155.65
62,20190101,3,32.91
62,20190117,1,17.96
62,20190213,1,13.97
62,20190308,2,24.54
62,20190314,2,28.14
62,20190514,2,14.55
62,20190521,1,5.78
62,20190827,1,15.36
62,20191001,2,25.98
62,20191016,1,15.99
62,20191029,3,41.97
63,20190101,3,44.97
63,20191122,2,26.98
63,20200418,2,24.48
63,20200521,2,24.48
64,20190103,1,11.77
64,20190212,2,13.98
64,20190512,1,11.77
64,20190513,1,14.96
64,20190722,1,15.36
64,20190920,3,41.47
64,20191104,3,53.47
64,20191128,8,59.92
64,20191230,3,41.97
64,20200303,1,7.68
64,20200411,2,35.48
64,20200423,2,21.98
64,20200625,3,37.56
65,20190101,1,18.77
65,20200216,2,35.98
65,20200322,1,13.99
66,20190101,1,39.99
67,20190101,2,29.73
67,20190108,1,29.99
67,20190117,1,11.77
68,20190101,2,40.36
69,20190101,6,105.31
69,20190104,8,111.77
70,20190101,5,72.23
71,20190101,1,13.97
72,20190101,1,11.99
73,20190101,1,13.97
73,20190228,2,24.14
73,20190316,4,56.46
74,20190101,1,41.99
75,20190101,5,69.81
76,20190101,1,9.99
77,20190101,1,12.97
78,20190113,3,41.52
78,20200423,4,53.74
79,20190101,6,77.44
80,20190101,4,43.46
81,20190101,2,74.76
81,20190110,2,56.36
81,20190117,3,35.31
81,20190202,2,27.76
81,20190220,3,35.31
81,20190305,1,14.99
81,20190405,1,13.77
81,20190524,1,14.96
81,20190605,5,82.79
81,20190609,1,7.78
81,20190619,1,14.96
81,20190722,1,11.97
81,20190915,2,26.98
81,20190927,1,12.99
82,20190101,3,38.5
82,20190419,3,48.5
82,20190927,2,30.98
82,20191123,3,43.97
82,20200227,3,40.56
82,20200410,3,40.29
83,20190101,1,13
83,20190126,3,47.69
83,20190723,3,19.5
83,20200418,1,21.49
84,20190101,1,13.97
85,20190103,3,26.31
86,20190101,2,23.94
87,20190101,7,103.37
87,20190531,2,29.92
87,20190731,3,45.28
87,20191008,2,27.98
88,20190224,1,14.99
88,20191022,2,19.98
89,20190101,3,47.08
89,20190111,2,30.72
89,20190129,2,30.72
89,20190327,2,27.13
89,20190411,1,20.97
89,20190527,1,15.36
89,20190730,4,60.67
89,20190823,2,46.42
89,20191017,2,27.48
89,20191030,2,18.98
89,20191205,3,39.97
89,20191222,2,29.48
89,20191226,3,31.97
89,20191229,1,19.49
89,20200123,2,34.98
89,20200211,2,26.98
89,20200227,1,22.49
89,20200610,1,40.99
90,20190101,1,12.9
90,20190108,1,11.77
91,20190101,2,32.54
92,20190101,2,35.98
92,20190416,1,17.36
93,20190101,9,122.09
93,20190103,5,97.24
94,20190102,4,44.1
95,20190103,3,53.53
95,20190114,3,47.11
95,20190124,5,91.26
95,20190203,2,37.98
95,20190208,1,27.77
95,20190210,2,25.13
95,20190217,1,19.77
95,20190304,4,67.46
95,20190325,2,42.73
95,20190414,1,14.37
95,20190427,2,29.33
95,20190511,2,26.56
95,20190511,2,30.32
95,20190526,2,29.33
95,20190610,1,11.77
95,20190630,1,28.18
95,20190825,4,66.46
95,20190921,4,45.96
95,20191209,6,90.94
95,20191219,2,82.98
95,20200110,3,42.47
95,20200202,2,24.98
95,20200208,8,109.24
95,20200224,5,105.45
95,20200316,6,82.42
95,20200428,7,106.93
95,20200507,3,59.97
95,20200610,4,65.44
95,20200624,4,49.43
96,20190101,4,57.67
96,20190209,4,61.91
96,20190214,3,29.5
96,20190222,1,96.99
96,20190315,6,75.22
96,20190408,3,49.94
96,20190417,4,60.48
96,20190624,1,12.97
96,20190709,2,23.74
96,20190803,7,102.21
96,20191030,4,114.46
96,20191118,5,234.45
96,20191207,1,248.49
96,20200102,4,68.46
96,20200117,4,45.46
96,20200224,2,28.37
96,20200309,3,30.86
96,20200507,4,54.85
96,20200627,4,49.96
97,20190101,6,91.57
97,20191022,6,80.94
97,20200208,4,128.87
97,20200328,2,23.37
98,20190101,2,46.14
98,20190523,2,30.32
99,20190101,2,25.94
99,20190119,2,28.34
99,20190424,2,28.93
99,20190726,4,52.1
99,20191011,2,24.98
99,20191113,3,40.97
99,20191216,1,65.99
100,20190101,1,13.77
100,20191211,1,12.49
100,20200420,2,28.98
101,20190118,2,23.54
102,20190101,1,14.37
102,20190210,1,25.99
102,20191128,1,11.49
102,20200301,4,105.62
103,20190217,4,51.08
103,20190406,2,29.75
103,20200417,3,29.66
104,20190101,1,14.96
105,20190101,3,35.31
106,20190101,2,31.52
106,20190119,2,29.92
106,20190626,2,30.72
106,20191104,2,27.98
106,20191230,1,36.99
106,20200131,3,44.97
107,20190101,1,21.99
108,20190101,1,17.96
109,20190112,5,71.89
109,20190202,7,132.57
110,20190101,2,27.94
111,20190101,1,35.99
111,20190111,1,32.99
111,20190315,4,77.96
111,20190416,3,59.3
111,20190424,2,134.98
111,20190623,1,91.92
111,20190722,3,47.08
111,20190726,2,71.96
111,20191025,3,78.47
111,20191206,3,83.47
111,20200118,4,84.46
111,20200215,4,123.96
111,20200221,2,32.98
111,20200226,2,23.06
111,20200510,1,72.99
111,20200620,3,55.47
112,20190101,1,11.77
112,20190205,1,11.77
113,20190101,3,32.91
113,20200304,1,15.27
113,20200307,1,11.49
114,20190101,1,16.36
114,20190501,2,28.13
114,20190908,1,22.97
114,20200210,1,28.49
114,20200211,2,28.98
115,20190101,1,13.97
116,20190101,1,12.77
117,20190101,2,18.74
117,20190831,2,24.74
117,20200319,1,15.49
118,20190101,1,15.36
118,20190624,4,58.49
119,20190101,3,41.69
120,20190101,1,22.97
120,20190222,1,14.96
120,20190330,1,11.77
120,20190517,1,42.32
120,20191218,1,11.49
121,20190101,1,12.49
122,20190101,2,27.74
123,20190101,1,31.99
124,20190101,2,28.93
124,20190913,2,28.48
124,20191016,2,26.98
124,20191102,2,25.98
124,20191212,2,27.98
125,20190101,3,37.47
125,20190622,1,13.72
125,20191017,1,12.99
125,20191121,1,6.49
125,20200209,1,11.49
125,20200608,2,26.48
126,20190103,1,9.77
126,20191202,2,292.98
127,20190101,3,39.71
128,20190101,3,20.37
128,20190109,1,12.49
128,20190207,2,22.75
128,20190803,1,12.25
129,20190101,1,12.49
130,20190101,1,14.37
130,20190125,1,5.99
130,20190208,3,42.89
130,20190601,1,10.77
130,20190701,1,5.99
130,20190813,1,14.96
130,20191108,1,12.99
130,20200429,1,12.99
131,20190101,2,30.32
132,20190101,3,53.69
132,20190227,5,54.65
132,20190401,2,27.13
132,20190616,4,57.45
132,20191006,5,67.95
132,20200511,3,41.56
133,20190101,1,18.99
133,20190127,1,14.37
133,20190201,1,9.77
133,20190302,1,15.99
133,20190504,3,47.33
133,20190621,3,59.74
133,20191111,2,32.98
134,20190101,1,17.9
134,20190505,1,9.99
134,20200108,1,21.49
135,20190101,3,41.7
135,20190101,3,42.69
136,20190101,2,44.98
136,20191126,2,36.98
137,20190101,2,27.73
138,20190101,1,14.99
139,20190106,1,11.77
140,20190101,1,28.7
140,20190503,1,15.36
141,20190101,1,19.97
141,20190316,2,19.54
141,20190416,1,22.77
141,20190827,2,44.34
141,20191024,1,5.49
141,20200222,1,11.88
141,20200507,2,23.76
142,20190102,1,15.36
142,20190113,3,49.97
142,20190330,1,19.99
142,20200219,1,12.58
142,20200411,1,24.49
143,20190101,1,12.49
143,20190101,1,28.99
144,20190101,2,30.72
145,20190101,1,14.79
145,20190102,1,11.77
145,20190112,2,26.73
145,20190130,2,20.75
145,20190225,1,15.96
145,20190312,2,29.93
145,20190312,4,56.47
145,20190314,3,28.54
145,20190405,1,13.97
145,20190502,2,30.32
145,20190503,1,15.96
145,20190526,1,13.97
145,20190707,1,13.97
145,20190815,2,27.13
145,20190913,2,25.98
145,20191031,1,12.99
145,20191106,1,12.99
145,20191119,3,55.97
145,20200223,1,12.58
145,20200226,2,24.46
145,20200314,1,11.88
145,20200506,1,17.48
145,20200530,2,27.37
146,20190101,1,13.97
147,20190128,2,27.14
147,20190224,3,62.1
147,20190517,1,13.97
147,20190915,1,12.99
147,20190915,1,14.99
147,20191109,2,29.48
147,20191203,6,67.94
147,20191213,4,59.46
148,20190101,1,14.96
148,20190216,1,9.77
148,20190602,1,9.77
148,20191104,1,11.49
148,20191107,3,40.97
148,20200222,2,29.91
148,20200321,2,29.57
149,20190101,4,54.87
149,20190124,4,51.67
150,20190101,1,15.36
151,20190101,1,13.97
152,20190101,6,102
152,20190106,2,21.54
152,20190126,2,23.54
152,20190203,2,28.93
152,20191028,3,43.97
152,20200118,2,23.98
153,20190101,1,6.79
154,20190101,1,14.37
154,20190529,1,14.96
154,20190927,1,13.99
154,20191106,1,13.99
154,20200426,1,11.88
155,20190101,1,23.99
156,20190101,1,10.77
157,20190101,2,27.94
157,20190226,4,52.27
158,20190101,3,43.05
159,20190101,2,19.75
160,20190101,2,19.74
161,20190101,1,19.77
161,20190119,1,13.97
161,20190222,3,38.9
161,20190427,2,25.14
161,20190912,3,36.97
161,20191211,3,32.47
161,20191214,3,79.97
161,20191222,1,51.99
161,20200207,2,25.98
161,20200317,4,54.77
161,20200601,2,36.98
162,20190101,2,119.54
163,20190101,2,25.74
164,20190105,2,25.73
164,20190207,3,38.5
164,20190314,2,29.33
164,20190606,2,27.94
164,20190715,1,14.96
164,20190725,3,42.7
164,20191216,3,41.97
164,20200629,2,24.46
165,20190101,1,7.78
165,20200311,2,17.98
165,20200601,1,8.99
166,20190101,2,29.53
166,20191130,2,16.48
166,20191213,3,36.97
166,20191221,2,17.98
166,20191224,3,36.97
166,20200224,1,11.49
166,20200318,1,11.88
166,20200527,1,11.88
167,20190119,2,30.32
167,20190121,1,13.77
167,20190308,1,14.96
167,20190614,2,24.95
167,20191011,1,12.99
167,20191030,1,59.49
167,20191123,1,11.49
167,20191210,1,18.49
168,20190101,1,14.96
169,20190101,1,11.77
170,20190101,2,29.92
170,20200127,3,44.47
171,20190101,1,14.96
172,20190101,5,50.95
173,20190101,1,18.36
173,20200403,3,31.47
174,20190101,1,15.36
174,20190106,1,21.37
175,20190101,1,27.77
176,20190101,1,11.77
177,20190101,2,42.14
177,20190101,1,22.77
177,20190103,1,15.99
177,20190103,3,44.72
177,20190112,1,14.37
177,20190117,1,14.37
177,20190202,1,13.97
177,20190202,1,14.37
177,20190207,2,30.92
177,20190210,1,15.96
177,20190223,1,16.76
177,20190310,1,14.37
177,20190311,1,15.96
177,20190319,1,11.77
177,20190319,1,15.36
177,20190326,1,14.96
177,20190425,1,14.96
177,20190527,1,8.97
177,20190608,1,11.77
177,20190622,1,14.96
177,20190718,1,14.96
177,20190803,1,14.96
177,20190905,1,14.96
177,20190905,1,15.36
177,20191026,1,15.49
177,20191101,1,14.99
177,20191119,1,17.99
177,20191202,1,31.49
177,20191205,1,22.49
177,20200103,1,11.49
177,20200204,1,11.49
177,20200513,1,14.99
178,20190101,1,12.49
179,20190101,1,16.36
179,20190215,1,14.96
179,20190308,2,24.94
179,20190723,1,21.97
179,20190728,1,12.25
179,20190803,1,14.96
179,20190803,2,16.76
179,20190817,1,9.98
179,20190924,2,19.98
179,20190925,1,9.99
179,20200224,1,11.88
180,20190101,2,25.88
180,20190828,3,36.71
181,20190101,3,43.7
182,20190101,1,26.77
182,20190927,1,12.99
182,20191215,3,41.97
182,20200518,1,9.99
183,20190101,1,9.99
184,20190101,1,19.99
184,20200518,1,11.88
185,20190227,3,26.07
185,20190322,1,14.79
185,20190322,1,6.99
185,20200327,3,39.36
185,20200522,2,27.98
186,20190102,1,16.96
186,20190917,1,17.49
187,20190101,2,31.32
187,20190202,1,4.79
188,20190101,1,13.77
189,20190101,15,294.03
190,20190101,1,15.36
191,20190105,6,70.23
192,20190101,1,10.77
192,20190122,2,30.92
192,20190322,2,28.93
192,20190601,3,59.69
192,20190714,1,14.96
192,20190801,1,14.96
193,20190101,2,27.94
194,20190101,10,168.89
194,20190111,6,86.89
195,20190106,1,15.36
195,20191011,1,9.49
195,20191024,2,28.98
195,20191025,1,11.49
195,20191029,1,22.49
195,20191101,1,11.49
195,20200120,1,14.49
196,20190101,2,25.54
197,20190101,1,12.49
197,20190302,1,12.49
197,20190505,1,28.99
198,20190101,1,15.76
199,20190101,1,14.37
200,20190101,3,39.93
200,20190122,2,44.36
201,20190101,1,14.96
201,20190405,1,14.37
201,20191018,1,9.49
201,20200111,1,9.49
201,20200428,1,24.99
202,20190101,8,113.94
202,20190102,2,32.52
203,20190101,1,20.99
203,20190227,1,13.97
203,20190405,1,14.9
203,20190724,1,13.97
204,20190115,5,72.23
205,20190101,1,12.49
205,20190318,1,19.3
205,20190513,1,19.3
205,20191207,2,50.98
206,20190101,1,17.99
207,20190101,1,19.3
207,20190322,1,34.99
207,20191116,3,39.97
208,20190111,5,63.25
208,20200221,5,70.38
209,20190119,4,66.26
209,20190224,2,29.92
209,20190315,1,19.99
210,20190101,4,59.66
210,20200326,2,26.37
211,20190101,1,7.78
212,20190101,1,14.37
213,20190101,1,10.77
213,20190119,1,11.77
214,20190101,1,11.77
214,20190103,3,44.73
214,20190108,1,14.79
214,20190125,2,23.54
214,20190407,3,46.51
214,20190522,3,40.91
214,20191021,3,39.97
215,20190101,1,11.77
216,20190101,1,13.97
217,20190101,2,57.54
217,20191209,8,113.92
217,20200129,1,12.58
217,20200602,1,11.88
218,20190206,4,57.48
219,20190101,3,38.51
219,20190517,3,35.51
220,20190101,4,57.85
221,20190101,1,12.49
222,20190101,1,29.99
222,20190221,1,15.36
222,20191030,2,40.98
223,20190101,3,47.93
224,20190101,2,28.33
225,20190101,2,24.98
225,20190118,3,37.47
225,20190227,1,6.79
225,20190416,1,12.49
225,20190801,1,23.88
226,20190102,2,35.93
226,20190223,2,26.73
226,20190420,2,23.76
226,20190719,2,24.74
226,20200215,1,15.49
226,20200505,3,43.47
227,20190101,1,34.97
227,20190117,1,13.77
227,20190308,1,14.96
227,20190511,3,86.51
227,20190824,1,14.37
228,20190101,2,25.98
228,20190206,2,23.54
228,20190211,1,13.97
228,20190212,1,27.77
228,20190228,1,9.98
228,20190311,1,15.36
228,20190527,1,21.97
228,20190531,1,17.3
228,20190708,3,51.75
228,20190807,2,36.74
228,20190828,1,23.97
228,20191229,3,41.47
228,20200106,1,29.99
229,20190101,1,12.49
229,20190106,2,19.28
229,20190812,1,12.25
229,20200312,2,19.98
229,20200627,1,19.49
230,20190101,2,39.98
230,20190606,2,39.98
231,20190101,5,69.04
232,20190101,2,42.98
233,20190101,1,12.99
234,20190101,1,13.97
234,20190204,1,9.99
235,20190101,1,7.98
236,20190101,1,16.7
237,20190101,2,23.54
238,20190123,7,88.69
238,20190206,3,36.33
238,20190420,4,59.06
238,20190625,3,47.89
238,20190727,6,73.22
239,20190101,2,28.74
240,20190101,1,15.99
240,20190308,1,14.96
241,20190116,2,24.74
241,20190503,1,14.96
241,20200326,2,36.37
241,20200509,2,24.48
242,20190101,3,35.11
242,20190117,2,30.32
243,20190102,2,17.96
244,20190101,3,46.64
244,20190130,8,117.6
244,20190204,3,35.31
244,20190222,3,41.69
244,20190328,4,56.47
244,20190329,2,30.96
244,20190402,3,41.9
244,20190420,3,44.88
244,20190727,11,144.98
244,20190811,4,59.65
244,20190811,1,46.77
244,20190817,3,32.31
244,20190823,7,96.97
244,20190910,5,65.95
244,20190914,1,12.99
244,20191120,9,119.41
244,20200124,6,86.44
244,20200312,4,44.46
244,20200313,1,27.99
244,20200329,2,32.48
244,20200409,2,36.71
244,20200514,1,11.88
244,20200603,1,26.99
244,20200607,1,12.99
244,20200610,1,12.99
245,20190101,1,14.96
245,20190317,1,7.99
245,20191022,1,12.99
245,20191203,2,30.48
245,20191203,1,10.49
245,20200121,4,57.85
245,20200611,1,13.99
246,20190102,1,12.97
246,20190117,3,37.51
246,20190216,2,28.34
246,20190218,3,37.51
246,20190423,7,85.79
246,20190508,4,52.87
246,20190618,2,31.32
246,20190724,1,29.37
246,20190905,2,30.92
246,20190928,2,30.98
246,20191019,4,74.46
246,20191022,3,41.47
246,20191204,1,13.99
246,20191214,4,57.46
246,20191223,2,27.48
246,20200203,2,26.87
246,20200309,3,45.47
246,20200314,1,11.88
246,20200326,2,22.67
246,20200620,4,50.85
247,20190203,1,19.3
247,20190726,1,23.88
247,20191216,1,19.99
247,20200512,2,30.98
248,20190102,1,14.37
249,20190102,2,37.35
249,20190125,2,23.94
249,20190219,1,30.99
250,20190102,2,28.74
250,20190708,3,42.09
250,20190823,2,33.74
251,20190102,3,40.26
252,20190102,6,110.6
252,20190108,2,26.14
252,20200307,6,69.94
252,20200322,7,105.82
252,20200606,2,22.77
252,20200610,1,12.99
253,20190102,1,13.97
254,20190102,1,15.96
255,20190102,1,11.77
256,20190102,1,14.99
256,20190302,2,34.6
256,20190414,1,29.99
257,20190102,1,27.77
257,20191030,1,12.99
257,20200409,1,14.99
258,20190102,3,59.97
259,20190102,1,14.79
260,20190105,4,57.27
261,20190102,1,8.77
262,20190102,3,48.95
263,20190102,1,14.79
264,20190102,1,16.99
265,20190102,4,108.87
265,20190219,1,14.96
265,20190220,1,11.77
266,20190102,3,39.97
266,20190127,4,59.31
267,20190102,3,37.47
268,20190324,1,7.78
269,20190215,1,29.99
270,20190102,7,89.77
270,20190124,14,179.4
271,20190102,1,12.77
272,20190102,1,9.98
272,20190320,2,18.75
272,20190405,1,9.98
273,20190102,1,6.79
273,20190325,1,14.96
274,20190102,1,5.78
275,20190102,6,60.47
276,20190102,2,21.73
276,20190117,2,37.54
276,20190708,3,45.09
276,20200601,1,13.99
277,20190102,1,17.9
277,20200309,1,13.99
278,20190102,1,23.97
279,20190102,1,17.3
279,20190117,1,66.3
279,20190814,2,56.21
280,20190102,12,155.64
280,20190201,6,88.32
280,20190428,1,12.49
281,20190102,1,14.7
282,20190102,4,53.88
283,20190102,3,37.71
284,20190102,1,20
285,20190102,1,25.99
286,20190102,2,41.36
286,20190113,3,45.91
287,20190102,1,13.97
288,20190102,1,14.96
288,20190502,1,13.97
289,20190102,1,10.77
289,20190208,1,9.77
290,20190102,2,49.98
291,20190102,14,199.15
292,20190102,1,13.97
292,20190625,1,17.96
292,20190708,2,19.96
292,20200107,1,13.99
293,20190102,7,98.75
293,20200320,5,75.03
294,20190119,1,14.37
294,20191121,1,12.99
295,20190102,1,13.77
295,20190730,14,195.53
295,20190910,5,67.95
295,20200327,8,109.33
296,20190102,3,25.53
297,20190102,1,14.96
298,20190102,5,68.04
299,20190102,1,8.77
299,20191106,1,13.99
300,20190325,1,13.97
300,20190818,1,13.97
300,20190923,2,25.98
300,20191021,2,24.98
300,20191118,1,13.99
300,20191203,3,39.47
300,20191212,3,39.97
300,20191218,1,13.99
300,20200108,2,27.48
300,20200124,3,25.47
300,20200213,3,40.47
300,20200222,1,8.39
300,20200226,2,25.98
300,20200306,2,29.48
300,20200308,2,15.98
300,20200324,3,39.47
300,20200324,1,13.49
300,20200427,1,15.99
300,20200520,3,34.47
300,20200611,2,24.98
300,20200619,3,35.97
300,20200626,1,14.49
301,20190102,5,73.42
301,20190421,1,9.99
301,20190731,3,41.5
301,20191111,3,48.47
302,20190102,2,27.13
303,20190102,1,10.77
304,20190102,2,25.74
304,20190515,1,14.96
304,20190519,1,15.19
304,20190523,2,32.92
304,20190527,2,24.53
305,20190102,5,70.83
305,20191105,6,81.44
306,20190102,1,30.99
307,20190227,2,28.45
308,20190102,1,12.77
309,20190316,3,52.5
310,20190107,3,39.32
311,20190102,5,69.25
312,20190102,2,87.74
312,20191221,1,14.99
313,20190102,7,101.22
313,20190110,6,70
313,20190123,3,43.3
313,20190201,7,99.95
313,20190314,5,70.03
313,20190428,30,457.49
313,20190519,8,111.15
313,20190708,18,253.97
313,20190722,13,190.39
313,20190803,15,206.15
313,20190901,13,171.35
313,20191010,9,114.91
313,20191106,9,125.91
313,20191118,8,97.92
313,20191126,5,68.45
313,20200328,5,69.34
313,20200330,3,40.97
313,20200415,4,52.35
313,20200430,4,52.46
313,20200524,2,34.98
314,20190102,1,3.99
314,20190113,10,166.89
314,20190113,4,60.25
315,20190211,1,34.97
315,20190312,3,39.92
315,20190315,1,13.97
316,20190102,3,35.9
316,20190117,1,10.77
316,20190406,1,14.79
316,20190731,1,10.77
317,20190102,1,46.77
317,20191101,3,42.47
317,20191206,1,14.49
317,20200123,6,90.94
317,20200206,2,36.48
318,20190102,2,26.74
318,20190129,1,11.77
318,20200112,2,25.98
319,20190102,2,26.73
319,20190107,1,14.96
320,20190102,1,9.99
321,20190102,6,103.05
322,20190102,1,25.77
322,20190705,2,26.56
323,20190102,2,24.98
323,20190314,1,11.77
323,20190710,4,75.32
323,20190924,3,29.97
323,20191124,2,27.48
323,20200220,3,43.97
323,20200303,4,50.85
323,20200429,6,128.42
323,20200622,1,19.99
324,20190102,2,21.54
324,20190927,3,37.47
325,20190102,6,72.82
326,20190102,1,14.37
327,20190102,3,40.7
328,20190102,3,66.75
328,20190227,1,22.99
328,20190408,3,56.7
328,20190411,1,15.36
328,20190615,2,28.93
328,20190802,3,37.53
328,20190810,2,30.77
328,20190925,2,27.48
328,20191007,2,25.48
328,20191123,2,23.48
328,20200124,1,34.49
328,20200306,3,41.47
328,20200329,3,34.47
328,20200401,2,25.98
328,20200510,1,15.49
328,20200516,2,14.98
328,20200517,2,31.48
328,20200521,2,27.48
328,20200527,1,11.99
328,20200605,1,11.89
328,20200614,2,30.48
328,20200621,1,31.99
328,20200623,2,16.98
328,20200630,2,27.98
329,20190102,1,14.79
329,20190108,1,11.77
329,20190121,2,29.16
329,20200209,2,26.37
329,20200227,1,11.88
330,20190102,1,14.96
331,20190102,1,16.36
332,20190102,1,15.36
333,20190102,1,15.9
334,20190102,3,40.11
335,20190102,1,11.77
335,20190106,1,14.96
336,20190102,1,11.77
337,20190121,2,23.54
337,20200430,1,14.49
