caseid,country,purchaselabel,gender,gender_rev,agegroup,ruralurban,GDP,BMI,children,numchild,education_rev,trustngo
5000177,12,0,1,0,3,1,33066,26.2,0,0,5,0
5000178,12,0,1,0,6,1,33066,26.2,0,0,1,0
5000179,12,0,1,0,4,1,33066,26.2,0,0,1,0
5000180,12,0,2,1,6,1,33066,26.2,0,0,1,0
5000181,12,0,2,1,3,2,33066,26.2,1,2,5,0
5000182,12,0,1,0,6,1,33066,26.2,0,0,1,0
5000183,12,0,2,1,2,1,33066,26.2,0,0,1,0
5000184,12,0,2,1,2,1,33066,26.2,0,0,9,1
5000185,12,0,2,1,4,1,33066,26.2,0,0,1,0
5000187,12,0,1,0,3,2,33066,26.2,1,1,3,1
5000188,12,0,2,1,2,2,33066,26.2,0,0,9,1
5000189,12,0,1,0,5,2,33066,26.2,0,0,1,1
5000190,12,0,1,0,3,2,33066,26.2,0,0,9,0
5000191,12,0,2,1,3,1,33066,26.2,1,2,9,0
5000192,12,0,2,1,2,1,33066,26.2,1,1,7,0
5000193,12,0,2,1,6,1,33066,26.2,0,0,1,1
5000194,12,0,1,0,6,1,33066,26.2,0,0,1,1
5000195,12,0,1,0,6,1,33066,26.2,0,0,1,0
5000196,12,0,2,1,4,1,33066,26.2,0,0,5,0
5000197,12,0,1,0,6,1,33066,26.2,0,0,2,0
5000198,12,0,2,1,6,1,33066,26.2,0,0,1,0
5000199,12,0,2,1,4,1,33066,26.2,1,1,1,1
5000200,12,0,2,1,3,1,33066,26.2,1,2,1,0
5000201,12,0,1,0,4,2,33066,26.2,1,2,1,1
5000202,12,0,1,0,4,2,33066,26.2,0,0,1,1
5000203,12,0,1,0,1,2,33066,26.2,1,2,10,1
5000206,12,0,1,0,6,1,33066,26.2,0,0,1,0
5000209,12,0,1,0,5,1,33066,26.2,0,0,1,1
5000211,12,0,2,1,4,2,33066,26.2,1,3,1,0
5000212,12,0,2,1,2,2,33066,26.2,0,0,4,0
5000213,12,0,1,0,4,2,33066,26.2,0,0,1,1
5000214,12,0,1,0,4,1,33066,26.2,0,0,3,0
5000215,12,0,2,1,4,1,33066,26.2,0,0,5,0
5000216,12,0,1,0,5,1,33066,26.2,0,0,1,0
5000217,12,0,2,1,3,1,33066,26.2,0,0,1,1
5000218,12,0,2,1,5,2,33066,26.2,0,0,2,1
5000219,12,0,2,1,2,2,33066,26.2,1,1,5,1
5000220,12,0,1,0,3,2,33066,26.2,1,2,5,0
5000221,12,0,1,0,4,2,33066,26.2,0,0,1,0
5000222,12,0,1,0,2,2,33066,26.2,0,0,6,0
5000224,12,0,2,1,3,2,33066,26.2,1,2,1,1
5000225,12,0,2,1,2,2,33066,26.2,1,2,3,0
5000226,12,0,2,1,5,1,33066,26.2,0,0,1,0
5000227,12,0,2,1,3,1,33066,26.2,0,0,1,0
5000228,12,0,2,1,3,1,33066,26.2,1,2,1,0
5000229,12,0,2,1,6,1,33066,26.2,0,0,1,0
5000230,12,0,1,0,4,1,33066,26.2,0,0,1,1
5000231,12,1,2,1,3,1,33066,26.2,0,0,1,0
5000232,12,0,2,1,2,1,33066,26.2,1,1,8,0
5000233,12,1,1,0,3,1,33066,26.2,0,0,9,0
5000234,12,0,2,1,3,1,33066,26.2,1,1,9,1
5000235,12,0,2,1,1,3,33066,26.2,0,0,10,0
5000236,12,0,1,0,4,3,33066,26.2,1,1,2,1
5000237,12,0,1,0,5,3,33066,26.2,0,0,5,0
5000238,12,0,1,0,5,3,33066,26.2,0,0,4,0
5000239,12,0,2,1,3,3,33066,26.2,0,0,6,0
5000240,12,0,1,0,4,3,33066,26.2,0,0,3,1
5000241,12,0,2,1,2,3,33066,26.2,0,0,8,0
5000242,12,0,1,0,4,3,33066,26.2,1,1,7,0
5000244,12,0,2,1,4,2,33066,26.2,0,0,3,0
5000245,12,0,2,1,3,2,33066,26.2,1,1,4,0
5000246,12,0,2,1,3,2,33066,26.2,1,3,2,0
5000247,12,0,1,0,3,2,33066,26.2,0,0,6,0
5000248,12,0,1,0,2,2,33066,26.2,0,0,9,0
5000249,12,0,2,1,6,2,33066,26.2,0,0,5,0
5000250,12,0,1,0,3,2,33066,26.2,0,0,3,1
5000251,12,0,2,1,4,2,33066,26.2,1,2,5,0
5000252,12,0,2,1,3,2,33066,26.2,1,2,3,0
5000253,12,0,2,1,6,2,33066,26.2,0,0,2,0
5000254,12,0,1,0,4,2,33066,26.2,0,0,8,0
5000255,12,0,2,1,6,3,33066,26.2,0,0,1,0
5000256,12,0,2,1,6,3,33066,26.2,0,0,1,0
5000257,12,0,1,0,2,3,33066,26.2,0,0,9,0
5000258,12,0,2,1,6,3,33066,26.2,0,0,1,0
5000259,12,0,2,1,3,3,33066,26.2,1,1,2,0
5000260,12,0,1,0,4,3,33066,26.2,0,0,1,0
5000261,12,0,1,0,6,3,33066,26.2,0,0,1,0
5000262,12,0,2,1,1,3,33066,26.2,0,0,3,1
5000263,12,0,1,0,1,2,33066,26.2,0,0,3,0
5000264,12,0,2,1,5,2,33066,26.2,0,0,1,0
5000265,12,0,1,0,4,2,33066,26.2,0,0,3,1
5000266,12,0,1,0,1,2,33066,26.2,1,3,4,0
5000267,12,0,2,1,3,2,33066,26.2,1,1,1,0
5000268,12,0,2,1,1,2,33066,26.2,0,0,3,0
5000269,12,0,2,1,3,2,33066,26.2,0,0,1,0
5000270,12,0,2,1,5,2,33066,26.2,0,0,1,0
5000271,12,0,2,1,4,2,33066,26.2,1,1,1,1
5000272,12,0,2,1,3,2,33066,26.2,1,3,3,1
5000273,12,0,2,1,3,2,33066,26.2,1,1,1,0
5000274,12,0,2,1,5,2,33066,26.2,0,0,1,0
5000275,12,0,1,0,2,2,33066,26.2,0,0,1,0
5000276,12,0,2,1,3,2,33066,26.2,1,2,1,1
5000277,12,0,1,0,3,2,33066,26.2,0,0,5,0
5000278,12,0,2,1,3,3,33066,26.2,1,1,5,0
5000279,12,0,2,1,3,3,33066,26.2,1,2,7,1
5000280,12,0,2,1,6,1,33066,26.2,0,0,1,0
5000281,12,0,2,1,3,1,33066,26.2,1,1,6,0
5000282,12,0,2,1,5,1,33066,26.2,0,0,1,0
5000283,12,0,1,0,4,1,33066,26.2,0,0,9,0
5000284,12,0,2,1,3,1,33066,26.2,0,0,1,1
5000285,12,0,1,0,4,1,33066,26.2,0,0,9,0
5000286,12,0,1,0,5,2,33066,26.2,0,0,1,0
5000287,12,0,1,0,6,2,33066,26.2,0,0,1,0
5000288,12,0,1,0,6,1,33066,26.2,0,0,1,0
5000289,12,0,2,1,4,3,33066,26.2,1,1,1,1
5000290,12,0,2,1,4,3,33066,26.2,0,0,1,0
5000291,12,1,2,1,6,3,33066,26.2,0,0,1,0
5000292,12,0,2,1,4,3,33066,26.2,1,2,9,1
5000293,12,0,1,0,6,1,33066,26.2,0,0,1,1
5000294,12,0,1,0,2,1,33066,26.2,0,0,5,0
5000295,12,0,2,1,6,1,33066,26.2,0,0,3,0
5000296,12,0,1,0,3,2,33066,26.2,0,0,8,0
5000297,12,1,2,1,4,2,33066,26.2,1,4,9,0
5000298,12,1,2,1,1,2,33066,26.2,0,0,10,0
5000299,12,0,1,0,3,2,33066,26.2,1,2,2,0
5000300,12,0,2,1,6,2,33066,26.2,0,0,1,0
5000301,12,1,1,0,2,1,33066,26.2,0,0,1,0
5000302,12,0,2,1,2,1,33066,26.2,0,0,5,1
5000303,12,0,2,1,2,1,33066,26.2,1,1,5,0
5000304,12,1,2,1,4,1,33066,26.2,1,1,1,1
5000305,12,0,1,0,1,1,33066,26.2,0,0,1,0
5000306,12,0,1,0,3,1,33066,26.2,0,0,1,1
5000307,12,0,2,1,2,1,33066,26.2,0,0,8,0
5000309,12,1,2,1,2,1,33066,26.2,1,2,5,0
5000310,12,0,1,0,6,1,33066,26.2,0,0,1,0
5000311,12,1,1,0,3,1,33066,26.2,0,0,6,1
5000312,12,0,1,0,6,1,33066,26.2,0,0,1,0
5000313,12,1,2,1,4,1,33066,26.2,0,0,1,1
5000314,12,0,1,0,1,1,33066,26.2,0,0,3,0
5000315,12,1,2,1,2,2,33066,26.2,0,0,1,0
5000316,12,1,1,0,1,2,33066,26.2,0,0,10,0
5000317,12,0,2,1,2,2,33066,26.2,0,0,2,0
5000318,12,0,2,1,3,2,33066,26.2,0,0,5,0
5000319,12,0,1,0,2,2,33066,26.2,0,0,2,0
5000320,12,0,1,0,6,2,33066,26.2,0,0,1,0
5000321,12,0,2,1,5,2,33066,26.2,0,0,1,0
5000322,12,0,2,1,2,2,33066,26.2,0,0,1,0
5000323,12,0,2,1,5,2,33066,26.2,0,0,1,0
5000324,12,1,1,0,6,2,33066,26.2,0,0,1,0
5000325,12,0,1,0,5,2,33066,26.2,0,0,1,0
5000326,12,1,2,1,2,2,33066,26.2,0,0,1,0
5000327,12,0,2,1,6,1,33066,26.2,0,0,1,0
5000328,12,0,1,0,6,1,33066,26.2,0,0,1,0
5000329,12,0,1,0,4,1,33066,26.2,0,0,4,0
5000330,12,0,2,1,6,1,33066,26.2,0,0,1,0
5000331,12,0,2,1,3,1,33066,26.2,0,0,1,0
5000332,12,0,1,0,6,1,33066,26.2,0,0,1,0
5000333,12,0,1,0,6,1,33066,26.2,0,0,1,0
5000334,12,0,2,1,4,1,33066,26.2,0,0,3,0
5000335,12,0,2,1,2,1,33066,26.2,0,0,2,0
5000336,12,0,1,0,4,1,33066,26.2,0,0,5,0
5000337,12,0,2,1,3,1,33066,26.2,0,0,9,1
5000338,12,0,2,1,6,1,33066,26.2,0,0,1,0
5000340,12,0,2,1,4,3,33066,26.2,0,0,9,1
5000341,12,1,1,0,1,3,33066,26.2,1,1,10,0
5000342,12,1,1,0,6,3,33066,26.2,0,0,1,0
5000343,12,1,2,1,1,3,33066,26.2,0,0,10,0
5000344,12,1,2,1,6,3,33066,26.2,0,0,1,1
5000345,12,0,1,0,4,2,33066,26.2,0,0,5,1
5000346,12,1,2,1,1,2,33066,26.2,1,1,10,1
5000347,12,0,1,0,2,2,33066,26.2,1,3,8,0
5000348,12,0,2,1,5,2,33066,26.2,0,0,1,0
5000349,12,0,2,1,5,2,33066,26.2,0,0,1,0
5000350,12,0,2,1,2,2,33066,26.2,1,1,6,1
5000351,12,0,1,0,6,2,33066,26.2,0,0,1,0
5000352,12,0,1,0,5,2,33066,26.2,0,0,5,1
5000353,12,0,2,1,5,2,33066,26.2,0,0,1,1
5000354,12,0,2,1,4,2,33066,26.2,0,0,5,1
5000355,12,0,1,0,3,2,33066,26.2,0,0,3,1
5000356,12,0,2,1,3,3,33066,26.2,0,0,9,0
5000357,12,0,2,1,2,3,33066,26.2,0,0,9,1
5000358,12,0,2,1,6,3,33066,26.2,0,0,7,0
5000359,12,0,2,1,3,3,33066,26.2,1,1,9,0
5000360,12,0,1,0,5,3,33066,26.2,0,0,5,0
5000361,12,0,1,0,2,3,33066,26.2,0,0,4,0
5000362,12,0,2,1,5,3,33066,26.2,0,0,2,1
5000363,12,0,2,1,6,3,33066,26.2,0,0,2,1
5000364,12,0,2,1,6,2,33066,26.2,0,0,1,0
5000365,12,0,2,1,4,2,33066,26.2,1,1,6,1
5000366,12,0,2,1,4,2,33066,26.2,0,0,8,1
5000367,12,0,1,0,2,2,33066,26.2,0,0,9,1
5000368,12,0,1,0,5,2,33066,26.2,0,0,1,1
5000369,12,0,1,0,6,2,33066,26.2,0,0,1,0
5000370,12,0,2,1,6,2,33066,26.2,0,0,1,0
5000371,12,0,1,0,4,2,33066,26.2,0,0,1,0
5000372,12,0,1,0,5,1,33066,26.2,0,0,1,0
5000373,12,0,2,1,6,1,33066,26.2,0,0,1,0
5000374,12,0,2,1,4,1,33066,26.2,0,0,1,1
5000375,12,0,1,0,6,3,33066,26.2,0,0,1,0
5000376,12,0,2,1,4,3,33066,26.2,0,0,4,1
5000377,12,0,2,1,6,3,33066,26.2,0,0,1,0
5000378,12,0,2,1,4,3,33066,26.2,1,1,2,1
5000379,12,0,2,1,6,3,33066,26.2,0,0,1,0
5000380,12,0,1,0,4,2,33066,26.2,0,0,9,1
5000381,12,0,2,1,6,1,33066,26.2,0,0,1,0
5000382,12,0,2,1,3,1,33066,26.2,0,0,1,1
5000383,12,0,2,1,5,1,33066,26.2,0,0,1,0
5000384,12,1,2,1,3,1,33066,26.2,1,1,9,1
5000385,12,0,2,1,4,1,33066,26.2,0,0,1,1
5000386,12,0,2,1,4,1,33066,26.2,0,0,1,0
5000387,12,0,1,0,4,1,33066,26.2,0,0,2,0
5000388,12,0,1,0,4,1,33066,26.2,0,0,1,0
5000389,12,0,1,0,6,1,33066,26.2,0,0,2,1
5000391,12,0,2,1,6,1,33066,26.2,0,0,1,0
5000392,12,0,2,1,4,1,33066,26.2,0,0,1,0
5000393,12,0,2,1,5,1,33066,26.2,0,0,1,0
5000394,12,0,1,0,6,1,33066,26.2,0,0,1,0
5000395,12,0,2,1,5,1,33066,26.2,0,0,1,0
5000396,12,0,2,1,1,2,33066,26.2,0,0,10,0
5000397,12,0,1,0,2,2,33066,26.2,0,0,9,1
5000398,12,0,2,1,5,2,33066,26.2,0,0,9,1
5000399,12,0,1,0,1,2,33066,26.2,0,0,10,0
5000400,12,0,2,1,6,2,33066,26.2,0,0,1,0
5000401,12,0,2,1,1,2,33066,26.2,0,0,10,0
5000402,12,0,2,1,1,2,33066,26.2,0,0,10,0
5000403,12,0,2,1,1,2,33066,26.2,0,0,10,0
5000404,12,0,2,1,3,3,33066,26.2,0,0,1,0
5000405,12,0,1,0,1,3,33066,26.2,0,0,10,0
5000406,12,1,2,1,1,3,33066,26.2,0,0,10,0
5000407,12,0,2,1,1,3,33066,26.2,0,0,10,0
5000408,12,0,2,1,1,3,33066,26.2,1,1,10,0
5000409,12,0,2,1,1,3,33066,26.2,0,0,1,0
5000410,12,0,1,0,3,3,33066,26.2,0,0,1,0
5000411,12,1,2,1,3,3,33066,26.2,1,1,1,1
5000412,12,1,2,1,2,2,33066,26.2,0,0,3,0
5000413,12,0,1,0,6,2,33066,26.2,0,0,5,0
5000414,12,0,2,1,3,1,33066,26.2,0,0,9,0
5000415,12,0,1,0,5,2,33066,26.2,0,0,9,0
5000416,12,1,2,1,5,2,33066,26.2,0,0,5,1
5000417,12,1,2,1,1,2,33066,26.2,0,0,5,0
5000418,12,0,2,1,5,2,33066,26.2,0,0,5,0
5000419,12,1,1,0,6,2,33066,26.2,0,0,1,0
5000420,12,0,1,0,6,1,33066,26.2,0,0,1,0
5000422,12,0,1,0,6,1,33066,26.2,0,0,1,0
5000423,12,0,1,0,4,1,33066,26.2,0,0,1,0
5000424,12,0,2,1,6,1,33066,26.2,0,0,5,0
5000425,12,0,2,1,3,1,33066,26.2,1,2,9,0
5000426,12,0,2,1,5,1,33066,26.2,0,0,1,0
5000427,12,1,2,1,3,1,33066,26.2,1,1,5,0
5000428,12,0,1,0,1,2,33066,26.2,0,0,1,0
5000429,12,0,2,1,5,3,33066,26.2,0,0,1,0
5000430,12,1,1,0,3,3,33066,26.2,1,2,2,0
5000431,12,0,2,1,4,3,33066,26.2,0,0,1,0
5000432,12,0,2,1,6,1,33066,26.2,0,0,1,0
5000433,12,0,2,1,5,1,33066,26.2,0,0,1,0
5000434,12,0,2,1,6,1,33066,26.2,0,0,1,0
5000435,12,0,1,0,3,3,33066,26.2,0,0,7,1
5000436,12,0,1,0,5,1,33066,26.2,0,0,9,0
5000437,12,0,2,1,3,1,33066,26.2,1,1,9,1
5000438,12,0,1,0,2,1,33066,26.2,0,0,7,0
5000439,12,0,2,1,2,1,33066,26.2,0,0,10,0
5000440,12,0,2,1,3,1,33066,26.2,1,1,9,0
5000441,12,0,2,1,3,1,33066,26.2,0,0,5,0
5000442,12,0,2,1,4,1,33066,26.2,0,0,1,0
5000443,12,0,1,0,2,1,33066,26.2,0,0,5,0
5000444,12,0,2,1,4,1,33066,26.2,0,0,9,0
5000445,12,0,2,1,4,1,33066,26.2,0,0,1,0
5000446,12,0,2,1,4,1,33066,26.2,0,0,4,0
5000447,12,0,1,0,1,3,33066,26.2,0,0,10,0
5000448,12,0,2,1,4,3,33066,26.2,0,0,5,0
5000449,12,0,2,1,5,3,33066,26.2,0,0,1,1
5000450,12,0,1,0,3,3,33066,26.2,1,2,5,0
5000451,12,0,1,0,2,3,33066,26.2,0,0,5,0
5000452,12,0,2,1,2,3,33066,26.2,0,0,3,0
5000453,12,0,2,1,5,3,33066,26.2,0,0,5,0
5000455,12,0,1,0,6,3,33066,26.2,0,0,1,0
5000456,12,0,2,1,2,3,33066,26.2,0,0,5,0
5000457,12,0,2,1,3,3,33066,26.2,0,0,5,0
5000458,12,0,1,0,3,3,33066,26.2,1,1,3,0
5000459,12,0,1,0,2,3,33066,26.2,0,0,5,0
5000460,12,0,2,1,5,3,33066,26.2,0,0,3,0
5000461,12,0,2,1,5,3,33066,26.2,0,0,9,1
5000462,12,0,2,1,1,3,33066,26.2,0,0,2,0
5000463,12,0,2,1,1,1,33066,26.2,1,1,1,0
5000466,12,0,2,1,4,3,33066,26.2,1,1,7,0
5000467,12,0,2,1,6,3,33066,26.2,0,0,1,0
5000468,12,0,2,1,6,3,33066,26.2,0,0,1,0
5000469,12,0,1,0,5,3,33066,26.2,0,0,1,0
5000470,12,0,1,0,2,3,33066,26.2,0,0,10,0
5000471,12,0,1,0,4,3,33066,26.2,1,1,1,0
5000472,12,0,2,1,6,3,33066,26.2,0,0,1,0
5000474,12,0,1,0,5,3,33066,26.2,0,0,9,0
5000475,12,0,2,1,2,3,33066,26.2,1,1,1,0
5000479,12,0,1,0,3,1,33066,26.2,0,0,1,0
5000480,12,0,2,1,4,1,33066,26.2,0,0,1,0
5000481,12,0,2,1,6,1,33066,26.2,0,0,1,0
5000483,12,0,2,1,1,3,33066,26.2,0,0,7,0
5000484,12,0,1,0,2,3,33066,26.2,1,1,2,0
5000485,12,0,2,1,4,3,33066,26.2,0,0,1,0
5000486,12,0,2,1,2,3,33066,26.2,0,0,2,0
5000487,12,0,2,1,3,3,33066,26.2,1,2,1,0
5000494,12,0,2,1,5,3,33066,26.2,0,0,1,0
5000495,12,0,2,1,1,3,33066,26.2,1,1,10,0
5000496,12,1,1,0,4,3,33066,26.2,0,0,1,1
5000497,12,0,1,0,4,3,33066,26.2,0,0,1,0
5000498,12,0,2,1,3,3,33066,26.2,1,2,5,1
5000499,12,0,1,0,4,3,33066,26.2,1,1,3,1
5000500,12,1,2,1,3,3,33066,26.2,1,2,5,1
5000501,12,0,1,0,3,3,33066,26.2,1,1,3,1
5000502,12,1,1,0,2,3,33066,26.2,0,0,9,1
5000503,12,0,2,1,3,3,33066,26.2,1,2,5,1
5000504,12,1,2,1,4,3,33066,26.2,0,0,3,1
5000505,12,0,1,0,4,3,33066,26.2,1,1,3,1
5000506,12,1,1,0,3,3,33066,26.2,0,0,5,0
5000507,12,1,1,0,4,3,33066,26.2,0,0,3,1
5000508,12,0,1,0,4,3,33066,26.2,0,0,3,1
5000509,12,0,1,0,3,3,33066,26.2,1,1,9,1
5000510,12,0,2,1,2,3,33066,26.2,0,0,5,1
5000511,12,0,1,0,4,3,33066,26.2,1,2,5,1
5000512,12,0,2,1,2,3,33066,26.2,0,0,3,1
5000513,12,1,1,0,3,3,33066,26.2,1,3,3,1
5000514,12,0,2,1,6,3,33066,26.2,0,0,1,1
5000515,12,1,1,0,2,3,33066,26.2,0,0,5,1
5000516,12,0,2,1,6,2,33066,26.2,0,0,2,0
5000517,12,0,1,0,2,2,33066,26.2,1,1,5,0
5000518,12,0,2,1,6,2,33066,26.2,0,0,1,0
5000519,12,0,2,1,3,2,33066,26.2,1,2,3,0
5000520,12,0,1,0,2,2,33066,26.2,0,0,5,0
5000521,12,0,1,0,3,2,33066,26.2,1,3,2,0
5000522,12,0,1,0,3,2,33066,26.2,1,2,3,1
5000523,12,0,1,0,3,2,33066,26.2,1,2,3,0
5000524,12,0,2,1,3,2,33066,26.2,1,1,3,0
5000525,12,0,2,1,2,2,33066,26.2,0,0,5,0
5000526,12,0,2,1,3,3,33066,26.2,0,0,5,0
5000527,12,0,1,0,6,3,33066,26.2,0,0,2,0
5000528,12,1,2,1,1,3,33066,26.2,0,0,10,0
5000529,12,0,1,0,5,3,33066,26.2,0,0,5,0
5000530,12,0,1,0,3,3,33066,26.2,1,1,8,0
5000531,12,0,2,1,4,2,33066,26.2,0,0,1,0
5000532,12,0,2,1,5,2,33066,26.2,0,0,1,0
5000533,12,0,2,1,5,2,33066,26.2,0,0,2,0
5000535,12,1,2,1,3,2,33066,26.2,0,0,1,1
5000536,12,0,1,0,1,2,33066,26.2,0,0,10,0
5000537,12,0,2,1,3,2,33066,26.2,1,2,1,0
5000538,12,1,1,0,3,2,33066,26.2,1,1,3,0
5000539,12,0,1,0,2,2,33066,26.2,0,0,9,0
5000540,12,0,1,0,4,2,33066,26.2,1,1,5,0
5000541,12,0,1,0,1,2,33066,26.2,0,0,5,0
5000542,12,0,1,0,2,2,33066,26.2,0,0,7,0
5000543,12,0,2,1,5,3,33066,26.2,0,0,1,0
5000544,12,0,2,1,2,3,33066,26.2,1,2,5,0
5000545,12,0,1,0,1,3,33066,26.2,1,3,10,0
5000546,12,0,1,0,3,3,33066,26.2,1,2,5,0
5000547,12,0,1,0,3,3,33066,26.2,0,0,9,0
5000548,12,1,2,1,6,3,33066,26.2,0,0,1,0
5000549,12,1,2,1,4,3,33066,26.2,0,0,3,0
5000550,12,0,1,0,3,3,33066,26.2,0,0,5,0
5000551,12,0,1,0,2,3,33066,26.2,0,0,8,0
5000552,12,0,1,0,3,3,33066,26.2,0,0,5,1
5000553,12,0,2,1,1,1,33066,26.2,0,0,5,0
5000554,12,0,1,0,6,1,33066,26.2,0,0,1,0
5000555,12,1,2,1,5,1,33066,26.2,0,0,1,1
5000556,12,1,2,1,3,1,33066,26.2,1,2,8,1
5000557,12,0,1,0,6,2,33066,26.2,0,0,1,0
5000558,12,0,2,1,4,2,33066,26.2,1,1,3,0
5000559,12,0,2,1,6,2,33066,26.2,0,0,1,0
5000560,12,0,2,1,3,2,33066,26.2,1,1,8,0
5000561,12,1,1,0,5,2,33066,26.2,0,0,1,0
5000562,12,1,1,0,2,2,33066,26.2,1,1,9,0
5000563,12,0,1,0,1,2,33066,26.2,1,1,4,0
5000564,12,0,1,0,3,2,33066,26.2,1,2,5,0
5000565,12,0,2,1,3,1,33066,26.2,0,0,1,0
5000566,12,0,2,1,1,1,33066,26.2,1,3,10,0
5000567,12,0,1,0,5,1,33066,26.2,1,2,9,0
5000568,12,0,1,0,6,1,33066,26.2,0,0,1,0
5000569,12,0,2,1,1,3,33066,26.2,0,0,10,0
5000570,12,0,1,0,1,3,33066,26.2,1,2,4,0
5000571,12,0,2,1,2,3,33066,26.2,1,2,6,0
5000572,12,0,1,0,5,3,33066,26.2,0,0,5,0
5000573,12,0,1,0,3,3,33066,26.2,1,1,9,0
5000574,12,1,2,1,3,3,33066,26.2,0,0,1,1
5000575,12,0,1,0,3,3,33066,26.2,1,1,2,0
5000576,12,0,1,0,1,3,33066,26.2,0,0,10,0
5000577,12,0,1,0,1,3,33066,26.2,0,0,5,0
5000578,12,0,2,1,1,3,33066,26.2,1,1,10,0
5000579,12,1,2,1,5,3,33066,26.2,0,0,1,0
5000581,12,0,2,1,6,3,33066,26.2,0,0,3,0
5000582,12,0,2,1,2,2,33066,26.2,0,0,10,0
5000583,12,0,2,1,1,3,33066,26.2,0,0,10,0
5000584,12,0,2,1,6,3,33066,26.2,0,0,1,0
5000585,12,0,1,0,5,3,33066,26.2,0,0,9,0
5000587,12,0,1,0,4,3,33066,26.2,0,0,3,0
5000588,12,0,2,1,1,3,33066,26.2,0,0,3,0
5000589,12,0,1,0,5,3,33066,26.2,0,0,5,0
5000590,12,0,1,0,6,3,33066,26.2,0,0,4,0
5000591,12,0,2,1,4,3,33066,26.2,0,0,8,0
5000592,12,0,2,1,5,3,33066,26.2,0,0,1,0
5000593,12,0,2,1,4,3,33066,26.2,0,0,3,0
5000594,12,0,1,0,6,3,33066,26.2,0,0,1,0
5000595,12,1,1,0,4,2,33066,26.2,0,0,3,0
5000596,12,0,2,1,4,2,33066,26.2,0,0,5,0
5000597,12,1,2,1,6,2,33066,26.2,0,0,5,0
5000598,12,0,2,1,1,2,33066,26.2,0,0,1,0
5000599,12,0,1,0,2,2,33066,26.2,0,0,9,0
5000600,12,0,1,0,1,1,33066,26.2,0,0,7,0
5000601,12,0,1,0,6,1,33066,26.2,0,0,5,0
5000602,12,0,1,0,6,1,33066,26.2,0,0,1,0
5000603,12,0,2,1,2,1,33066,26.2,1,1,1,0
5000604,12,0,2,1,2,1,33066,26.2,0,0,5,0
5000606,12,0,2,1,3,1,33066,26.2,0,0,1,0
5000607,12,0,2,1,1,1,33066,26.2,1,2,10,0
5000608,12,0,2,1,3,1,33066,26.2,0,0,7,0
5000609,12,0,1,0,5,1,33066,26.2,0,0,3,0
5000610,12,0,2,1,6,2,33066,26.2,0,0,1,0
5000611,12,0,1,0,4,2,33066,26.2,0,0,6,1
5000612,12,0,2,1,3,2,33066,26.2,0,0,9,1
5000613,12,0,2,1,2,2,33066,26.2,0,0,9,1
5000614,12,0,1,0,2,2,33066,26.2,0,0,7,0
5000615,12,0,2,1,5,2,33066,26.2,0,0,5,0
5000616,12,0,2,1,2,2,33066,26.2,1,2,7,1
5000617,12,0,1,0,5,2,33066,26.2,0,0,9,0
5000619,12,0,2,1,6,2,33066,26.2,1,1,1,0
5000620,12,0,2,1,2,2,33066,26.2,1,3,4,0
5000621,12,0,2,1,2,2,33066,26.2,0,0,9,1
5000622,12,0,2,1,5,1,33066,26.2,0,0,1,1
5000623,12,0,2,1,2,2,33066,26.2,0,0,9,0
5000624,12,0,2,1,5,1,33066,26.2,0,0,5,0
5000625,12,1,1,0,6,1,33066,26.2,0,0,1,1
5000626,12,0,2,1,5,1,33066,26.2,0,0,1,0
5000627,12,0,2,1,1,3,33066,26.2,1,2,5,0
5000628,12,0,2,1,2,3,33066,26.2,1,2,9,0
5000629,12,0,2,1,3,3,33066,26.2,0,0,3,0
5000630,12,0,2,1,2,3,33066,26.2,1,2,5,1
5000631,12,0,2,1,5,3,33066,26.2,0,0,1,1
5000632,12,0,1,0,3,3,33066,26.2,1,1,6,0
5000633,12,0,1,0,6,3,33066,26.2,0,0,1,0
5000634,12,0,2,1,6,3,33066,26.2,0,0,1,0
5000635,12,1,2,1,2,2,33066,26.2,1,1,5,1
5000636,12,0,2,1,3,2,33066,26.2,0,0,1,0
5000637,12,0,1,0,2,2,33066,26.2,0,0,9,1
5000638,12,0,1,0,2,2,33066,26.2,0,0,7,1
5000639,12,0,1,0,3,2,33066,26.2,0,0,5,0
5000640,12,0,2,1,5,2,33066,26.2,0,0,4,0
5000641,12,0,2,1,2,2,33066,26.2,0,0,10,0
5000642,12,0,1,0,4,2,33066,26.2,0,0,2,0
5000643,12,0,1,0,5,2,33066,26.2,1,1,1,0
5000644,12,0,2,1,3,1,33066,26.2,0,0,5,0
5000645,12,0,2,1,2,1,33066,26.2,1,1,9,0
5000646,12,0,1,0,2,2,33066,26.2,1,1,3,0
5000647,12,0,2,1,3,1,33066,26.2,1,1,3,0
5000648,12,0,2,1,5,1,33066,26.2,0,0,3,1
5000649,12,0,2,1,6,1,33066,26.2,0,0,1,0
5000650,12,0,1,0,6,1,33066,26.2,0,0,3,0
5000651,12,0,2,1,3,1,33066,26.2,1,1,3,0
5000652,12,0,2,1,6,1,33066,26.2,0,0,9,0
5000653,12,1,2,1,2,1,33066,26.2,1,1,4,0
5000654,12,0,1,0,6,1,33066,26.2,0,0,1,0
5000655,12,0,2,1,2,1,33066,26.2,1,1,3,1
5000656,12,0,1,0,1,1,33066,26.2,0,0,1,0
