visit_date,condition,time_spent_homepage_sec,clicked_article,clicked_like,clicked_share
31/03/2020,taste,51.72685227,0,0,0
31/03/2020,taste,51.35387803,1,0,0
31/03/2020,taste,50.27861309,0,0,0
31/03/2020,taste,50.82534437,0,0,0
31/03/2020,taste,51.01835612,1,0,0
31/03/2020,taste,48.71804864,1,0,0
31/03/2020,taste,49.49763807,0,0,0
31/03/2020,taste,50.62877729,0,0,0
31/03/2020,taste,50.37891149,0,0,0
31/03/2020,taste,48.39851208,1,1,0
31/03/2020,taste,50.47238922,1,0,0
31/03/2020,taste,49.63983431,1,0,0
31/03/2020,taste,48.65949644,0,0,0
31/03/2020,taste,49.36058981,0,0,0
31/03/2020,taste,49.67100267,1,0,0
31/03/2020,taste,50.71133571,0,1,0
31/03/2020,taste,49.90866764,0,0,0
31/03/2020,taste,49.32130287,0,0,0
31/03/2020,taste,50.310404,1,0,0
31/03/2020,taste,50.11435322,1,0,0
31/03/2020,taste,51.34649404,1,0,0
31/03/2020,taste,49.1973631,0,0,0
31/03/2020,taste,51.87193048,0,1,0
31/03/2020,taste,48.11234962,0,0,0
31/03/2020,taste,51.42751762,0,0,0
31/03/2020,taste,51.19075767,1,1,0
31/03/2020,taste,50.87714758,1,1,0
31/03/2020,taste,50.37652581,1,0,1
31/03/2020,taste,50.64774858,1,0,0
31/03/2020,taste,50.40617082,0,1,0
31/03/2020,taste,49.68825383,0,0,0
31/03/2020,taste,49.17197175,1,0,0
31/03/2020,taste,50.40115476,0,0,0
31/03/2020,taste,49.88058772,0,0,0
31/03/2020,taste,50.32504695,1,0,0
31/03/2020,taste,50.00231291,0,0,0
31/03/2020,taste,50.54007735,0,0,0
31/03/2020,taste,50.19293113,1,0,0
31/03/2020,taste,51.12359479,1,0,0
31/03/2020,taste,49.09283743,1,0,0
31/03/2020,taste,49.9003326,0,0,1
31/03/2020,taste,48.6448917,1,0,0
31/03/2020,taste,49.28481392,0,0,0
31/03/2020,taste,51.09435906,0,0,0
31/03/2020,taste,50.31203802,1,0,0
31/03/2020,taste,48.73640786,0,0,0
31/03/2020,taste,49.45985785,0,0,0
31/03/2020,taste,49.30273375,0,0,0
31/03/2020,taste,49.85328507,1,0,0
31/03/2020,taste,50.35053092,0,1,0
31/03/2020,taste,48.8546296,0,0,0
31/03/2020,taste,49.90120652,1,0,0
31/03/2020,taste,49.68378869,0,1,0
31/03/2020,taste,49.4017179,1,0,0
31/03/2020,taste,51.31564553,0,0,0
31/03/2020,taste,49.03798508,1,0,0
31/03/2020,taste,49.7998508,0,0,0
31/03/2020,taste,47.57390755,1,0,0
31/03/2020,taste,50.62593093,0,0,0
31/03/2020,taste,51.69696639,1,0,1
31/03/2020,taste,50.59374149,1,0,0
31/03/2020,taste,51.76762532,0,1,0
31/03/2020,taste,49.36093937,1,1,0
31/03/2020,taste,49.98274058,1,0,0
31/03/2020,taste,51.14401122,0,1,0
31/03/2020,taste,50.28349732,0,0,0
31/03/2020,taste,51.15433804,1,0,0
31/03/2020,taste,49.92772706,0,1,0
31/03/2020,taste,50.39548936,1,1,0
31/03/2020,taste,50.25364803,1,1,0
31/03/2020,taste,50.28403468,1,1,0
31/03/2020,taste,48.6673457,0,0,0
31/03/2020,taste,50.03366189,1,0,0
31/03/2020,taste,49.03906357,0,1,0
31/03/2020,taste,50.75504026,1,0,0
31/03/2020,taste,52.25477519,1,0,0
31/03/2020,taste,51.3271864,1,0,0
31/03/2020,taste,47.82203437,1,0,1
31/03/2020,taste,50.8540876,1,0,0
31/03/2020,taste,51.50133644,0,0,0
31/03/2020,taste,48.0120796,0,0,0
31/03/2020,taste,53.70872812,1,0,0
31/03/2020,taste,50.29161405,0,0,0
31/03/2020,taste,48.66239538,1,0,0
31/03/2020,taste,50.5334334,1,0,0
31/03/2020,taste,49.86710328,1,1,0
31/03/2020,taste,49.51509029,0,0,0
31/03/2020,taste,50.76795398,1,0,0
31/03/2020,taste,51.06243693,1,0,0
31/03/2020,taste,49.77011189,0,1,0
31/03/2020,taste,48.58778707,0,1,0
31/03/2020,taste,49.18651585,0,0,0
31/03/2020,taste,48.12950302,0,0,0
31/03/2020,taste,50.34382623,0,1,0
31/03/2020,taste,48.2388886,1,0,0
31/03/2020,taste,48.04215305,1,0,0
31/03/2020,taste,50.0817197,1,1,0
31/03/2020,taste,52.32628403,0,0,0
31/03/2020,taste,49.76633997,1,0,0
31/03/2020,taste,49.84481644,1,0,0
31/03/2020,taste,49.18523364,1,0,0
31/03/2020,taste,52.26336508,0,1,0
31/03/2020,taste,49.75061219,1,0,0
31/03/2020,taste,49.25081806,1,0,0
31/03/2020,taste,50.36573327,1,1,0
31/03/2020,taste,50.62278897,1,1,0
31/03/2020,taste,50.94275211,0,0,0
31/03/2020,taste,49.45302,1,0,0
31/03/2020,taste,50.63674079,0,0,0
31/03/2020,taste,51.32269003,1,0,0
31/03/2020,taste,48.33960609,1,0,0
31/03/2020,taste,49.80386197,1,1,0
31/03/2020,taste,50.23259448,0,1,0
31/03/2020,taste,48.80932346,0,0,0
31/03/2020,taste,50.16900732,1,0,0
31/03/2020,taste,49.42929039,1,0,0
31/03/2020,taste,50.12648722,1,0,0
31/03/2020,taste,50.67724939,1,0,0
31/03/2020,taste,49.85144442,0,0,0
31/03/2020,taste,50.24257769,1,0,0
31/03/2020,taste,48.95721844,1,0,0
31/03/2020,taste,49.62799936,1,0,0
31/03/2020,taste,49.94368996,1,0,0
31/03/2020,taste,50.99792533,0,0,0
31/03/2020,taste,49.65060479,1,0,0
31/03/2020,taste,50.04600015,1,0,0
31/03/2020,taste,49.71247409,1,0,0
31/03/2020,taste,49.78167605,0,0,0
31/03/2020,taste,48.66478939,1,0,0
31/03/2020,taste,50.01462533,0,1,0
31/03/2020,taste,50.5293016,1,0,0
31/03/2020,taste,48.36702624,0,0,0
31/03/2020,taste,49.00179993,0,0,0
31/03/2020,taste,51.449228,0,0,0
31/03/2020,taste,48.40320849,1,1,0
31/03/2020,taste,49.54875217,1,0,0
31/03/2020,taste,48.34220803,1,0,0
31/03/2020,taste,50.52342502,1,0,0
31/03/2020,taste,48.09394415,1,0,0
31/03/2020,taste,50.36943688,0,0,0
31/03/2020,taste,50.95772915,1,0,0
31/03/2020,taste,50.72457434,1,0,0
31/03/2020,taste,48.23992934,1,0,0
31/03/2020,taste,50.67541297,1,0,0
31/03/2020,taste,49.59144915,0,1,0
31/03/2020,taste,49.74389788,1,0,0
31/03/2020,taste,49.88493786,1,0,0
31/03/2020,taste,51.43609947,1,0,0
31/03/2020,taste,49.90421312,1,0,0
31/03/2020,taste,48.7269219,1,0,0
31/03/2020,taste,50.40428911,1,0,0
31/03/2020,taste,49.83124446,0,0,0
31/03/2020,taste,50.00026838,0,0,0
31/03/2020,taste,49.34345592,1,1,0
31/03/2020,taste,48.6271219,1,0,0
31/03/2020,taste,49.23436094,1,0,0
31/03/2020,taste,48.72192143,0,0,0
31/03/2020,taste,51.86660775,0,0,0
31/03/2020,taste,49.46402061,1,0,0
31/03/2020,taste,48.67906829,0,0,0
31/03/2020,taste,49.29439583,1,1,0
31/03/2020,taste,50.9932888,1,0,0
31/03/2020,taste,47.85414301,1,0,0
31/03/2020,taste,51.54853679,1,0,0
31/03/2020,taste,50.55857212,1,0,0
31/03/2020,taste,50.36823297,1,0,0
31/03/2020,taste,49.71757442,1,0,0
31/03/2020,taste,50.07653359,0,0,0
31/03/2020,taste,49.44639611,1,0,0
31/03/2020,taste,50.93808091,1,0,0
31/03/2020,taste,50.29568658,1,1,0
31/03/2020,taste,50.07414624,0,1,0
31/03/2020,taste,50.22547025,0,1,0
31/03/2020,taste,49.13221017,0,0,0
31/03/2020,taste,49.40267127,1,0,0
31/03/2020,quality,48.5044676,1,0,0
31/03/2020,quality,51.21408732,0,0,0
31/03/2020,quality,50.25471067,1,0,0
31/03/2020,quality,51.44507109,1,0,0
31/03/2020,quality,49.62797698,1,0,0
31/03/2020,quality,48.12486075,0,0,0
31/03/2020,quality,50.02617418,1,0,0
31/03/2020,quality,48.81742682,0,0,0
31/03/2020,quality,47.1175164,1,0,0
31/03/2020,quality,51.93342103,0,0,0
31/03/2020,quality,48.14640348,1,0,0
31/03/2020,quality,48.56898103,0,0,0
31/03/2020,quality,50.10502865,0,0,0
31/03/2020,quality,49.84986794,1,0,0
31/03/2020,quality,49.44310797,0,0,0
31/03/2020,quality,49.77582254,1,1,0
31/03/2020,quality,50.07729177,1,0,0
31/03/2020,quality,50.12472611,1,0,0
31/03/2020,quality,48.9861371,1,1,0
31/03/2020,quality,49.93109757,1,0,0
31/03/2020,quality,49.66719896,1,0,0
31/03/2020,quality,49.52057224,1,0,0
31/03/2020,quality,49.29859419,1,0,0
31/03/2020,quality,50.66446395,1,0,0
31/03/2020,quality,50.48659634,1,0,0
31/03/2020,quality,50.30185972,1,0,0
31/03/2020,quality,48.95771774,0,0,1
31/03/2020,quality,49.2715086,0,0,0
31/03/2020,quality,51.02911627,0,1,0
31/03/2020,quality,50.66533198,1,0,0
31/03/2020,quality,48.63796694,1,0,0
31/03/2020,quality,50.63151324,1,0,0
31/03/2020,quality,50.46868303,0,0,0
31/03/2020,quality,52.39150346,1,0,0
31/03/2020,quality,49.59653005,0,0,0
31/03/2020,quality,49.24420575,0,0,0
31/03/2020,quality,51.2105001,1,0,0
31/03/2020,quality,49.43001767,0,0,0
31/03/2020,quality,49.30830208,0,0,0
31/03/2020,quality,50.05542906,1,0,0
31/03/2020,quality,50.35660747,0,0,0
31/03/2020,quality,49.62713101,0,0,0
31/03/2020,quality,50.02872253,0,0,0
31/03/2020,quality,50.96095401,0,0,0
31/03/2020,quality,50.34084726,1,0,0
31/03/2020,quality,50.41321679,0,0,0
31/03/2020,quality,52.1050298,1,1,0
31/03/2020,quality,50.15202885,0,0,0
31/03/2020,quality,48.74604394,1,0,0
31/03/2020,quality,50.02830102,1,0,0
31/03/2020,quality,51.92156223,1,0,0
31/03/2020,quality,48.13141546,1,0,0
31/03/2020,quality,50.00086266,0,0,0
31/03/2020,quality,50.71057231,1,0,0
31/03/2020,quality,51.2408004,0,0,0
31/03/2020,quality,47.47547893,0,0,0
31/03/2020,quality,50.12606329,1,0,0
31/03/2020,quality,49.85922953,1,0,0
31/03/2020,quality,50.97815603,1,0,0
31/03/2020,quality,49.07792124,0,0,0
31/03/2020,quality,49.22382941,0,0,0
31/03/2020,quality,47.95940323,1,0,0
31/03/2020,quality,48.91868379,1,0,0
31/03/2020,quality,51.08782573,1,0,0
31/03/2020,quality,49.56000053,1,0,0
31/03/2020,quality,49.91682262,1,0,0
31/03/2020,quality,49.8952529,1,0,0
31/03/2020,quality,50.90516038,1,0,0
31/03/2020,quality,49.04841357,0,0,0
31/03/2020,quality,52.1288442,1,0,0
31/03/2020,quality,50.58650304,0,0,0
31/03/2020,quality,50.59163293,1,0,0
31/03/2020,quality,49.11505429,1,0,0
31/03/2020,quality,50.08523629,1,0,0
31/03/2020,quality,50.72709802,1,0,0
31/03/2020,quality,50.14268398,0,0,0
31/03/2020,quality,49.67208143,1,0,0
31/03/2020,quality,49.54707706,0,0,0
31/03/2020,quality,49.0706317,0,0,0
31/03/2020,quality,50.17486232,0,0,0
31/03/2020,quality,51.26346696,1,0,0
31/03/2020,quality,50.07433875,1,0,0
31/03/2020,quality,49.66521965,0,0,0
31/03/2020,quality,49.38297139,1,0,0
31/03/2020,quality,50.36275212,1,0,0
31/03/2020,quality,52.49943664,1,0,0
31/03/2020,quality,50.78897795,1,0,0
31/03/2020,quality,50.5630705,0,0,0
31/03/2020,quality,50.98527532,1,0,0
31/03/2020,quality,49.81412611,1,0,0
31/03/2020,quality,50.67243954,1,0,0
31/03/2020,quality,49.59479286,0,0,0
31/03/2020,quality,50.40221041,1,0,0
31/03/2020,quality,50.64416905,1,0,0
31/03/2020,quality,50.81670149,1,0,0
31/03/2020,quality,49.42692887,0,0,1
31/03/2020,quality,49.78712948,1,0,0
31/03/2020,quality,49.33911028,1,0,0
31/03/2020,quality,49.00544058,1,0,0
31/03/2020,quality,48.79653091,1,0,0
31/03/2020,quality,50.95841036,1,0,0
31/03/2020,quality,49.54994347,1,0,0
31/03/2020,quality,53.07845317,1,0,0
31/03/2020,quality,50.50565636,1,0,0
31/03/2020,quality,50.60852567,1,0,0
31/03/2020,quality,50.30305747,0,0,1
31/03/2020,quality,49.16901182,1,0,0
31/03/2020,quality,48.1493814,1,0,0
31/03/2020,quality,47.95395121,0,1,0
31/03/2020,quality,50.09283373,1,0,0
31/03/2020,quality,51.09166096,1,0,1
31/03/2020,quality,49.49728272,1,0,0
31/03/2020,quality,50.59466777,0,1,0
31/03/2020,quality,48.06605153,1,0,0
31/03/2020,quality,49.3033472,1,1,0
31/03/2020,quality,50.6991025,0,1,0
31/03/2020,quality,50.79394996,0,0,0
31/03/2020,quality,50.22252387,0,0,0
31/03/2020,quality,49.60040723,1,0,0
31/03/2020,quality,48.60045426,1,0,0
31/03/2020,quality,51.14185141,1,0,0
31/03/2020,quality,49.50617421,1,0,0
31/03/2020,quality,50.67600033,1,0,0
